symbol,max_pae,mean_plddt,max_plddt,min_plddt,mean_ptm,max_ptm,min_ptm,mean_iptm,max_iptm,min_iptm,min_sa_i_1,min_sa_i_2,max_sa_i_1,max_sa_i_2,avg_sa_i_1,avg_sa_i_2,min_sa_ni_1,min_sa_ni_2,max_sa_ni_1,max_sa_ni_2,avg_sa_ni_1,avg_sa_ni_2,min_fi_i_1,min_fi_i_2,max_fi_i_1,max_fi_i_2,avg_fi_i_1,avg_fi_i_2,min_fi_ni_1,min_fi_ni_2,max_fi_ni_1,max_fi_ni_2,avg_fi_ni_1,avg_fi_ni_2
FBXW7_IGFL4,31.71875,57.1,58.205,56.0849,0.54,0.55,0.53,0.26,0.34,0.19,-44.7815,-40.2626,-22.2406,-29.1013,-32.0945,-35.4183,-1.1998,-16.4106,0.7604,2.6811,-0.3118,-9.149,-0.0384,-0.1613,0.0859,0.1397,0.0023,-0.0417,-0.0018,-0.3417,0.0222,0.0024,0.0115,-0.1
FBXW7_TP53TG3D,31.71875,55.45,56.8487,54.2125,0.54,0.55,0.54,0.29,0.31,0.26,-29.7386,-111.7296,-23.2467,-89.2934,-25.2507,-97.8567,-1.4462,-33.4801,1.4242,-14.1107,-0.4706,-20.5915,-0.0508,-0.3763,0.0154,-0.055,-0.0095,-0.2126,0.0145,-0.1585,0.0218,0.1345,0.0187,-0.0256
CREB1_YAP1,31.734375,28.47,30.2073,26.4306,0.19,0.2,0.19,0.14,0.15,0.12,-50.4103,-43.1141,-16.9983,-26.3863,-29.12,-34.1185,-2.5529,-1.2312,4.0698,0.5539,1.7414,-0.4251,-0.2152,-0.051,0.0029,0.1173,-0.0805,0.0084,-0.0623,-0.0366,0.0227,0.0181,-0.0222,-0.0075
WAS_KCTD13,31.71875,51.76,53.9593,49.073,0.32,0.36,0.28,0.28,0.35,0.2,-48.589,-45.2525,-12.2574,-27.6661,-25.9175,-35.5762,-1.2044,-2.7276,0.6493,1.4185,0.0221,-0.8578,-0.1736,-0.1213,0.0334,0.0346,-0.0856,-0.0342,-0.0277,-0.0846,-0.0051,-0.0057,-0.0175,-0.0341
SMAD2_FOXH1,31.71875,58.46,59.8541,57.5799,0.5,0.51,0.49,0.45,0.54,0.37,-38.0936,-78.3021,-30.2988,-66.0212,-32.7634,-72.5403,-1.8237,-6.2846,-0.5139,-3.4436,-1.262,-4.7212,0.0373,-0.0713,0.0977,0.0623,0.0654,-0.007,0.0143,-0.0218,0.0534,0.0444,0.0366,0.0175
TCEA1_PAF1,31.734375,48.19,49.7973,46.3153,0.31,0.31,0.31,0.17,0.27,0.13,-38.0724,-70.2772,-22.508,-30.5823,-33.0882,-43.5114,-5.0015,0.8228,0.2245,4.6993,-1.7667,2.5475,-0.0905,-0.4181,0.0334,0.0764,-0.0182,-0.0756,-0.0162,-0.0672,0.0331,-0.0057,0.0101,-0.0447
CASP8_BRIX1,31.734375,67.8,69.659,66.1101,0.35,0.36,0.35,0.21,0.34,0.13,-53.6804,-49.012,-24.3051,-26.6143,-40.1276,-37.6084,-5.5359,-0.1774,-0.1954,4.7168,-2.9246,2.4447,-0.1161,-0.1475,0.0806,0.0044,-0.0237,-0.092,-0.0386,-0.0736,0.0176,-0.0371,-0.0136,-0.0513
ESR1_LYPLAL1,31.71875,58.25,58.6654,56.8358,0.39,0.39,0.38,0.18,0.2,0.16,-70.4377,-34.5962,-36.5743,-22.3909,-49.0906,-28.3861,-5.382,-1.149,-1.8643,-0.2621,-3.1072,-0.7983,-0.1146,0.0433,0.2039,0.0838,0.0041,0.0624,-0.0704,-0.0264,0.0156,0.0271,-0.0301,-0.0067
IKZF1_DIMT1,31.71875,50.65,51.7441,49.8791,0.43,0.43,0.42,0.17,0.2,0.15,-67.3124,-44.0632,-44.0404,-22.7304,-51.2702,-35.7007,-13.8231,-0.5823,-9.1112,0.6588,-12.0108,-0.0375,-0.2553,-0.0748,0.2297,0.1069,-0.0026,0.0131,-0.074,-0.0093,-0.0106,0.0429,-0.047,0.0185
TP53_SQSTM1,31.734375,48.81,50.3767,47.7489,0.34,0.35,0.33,0.16,0.18,0.13,-50.7171,-51.2511,-35.0815,-32.8366,-43.6784,-42.4075,-3.9622,-6.628,-2.3287,0.2998,-3.0675,-3.5223,-0.205,-0.1643,-0.0113,0.1147,-0.1111,-0.0463,-0.0712,-0.0611,-0.0207,0.0453,-0.045,-0.0
DDB2_COPS4,31.71875,74.47,76.0655,71.5469,0.47,0.48,0.47,0.15,0.16,0.14,-48.5025,-49.5028,-25.5375,-26.1398,-31.6855,-36.8633,-3.2124,-5.5602,0.0073,0.7068,-1.5746,-1.241,-0.0894,-0.0797,0.0502,0.1743,-0.0157,0.03,-0.0102,-0.0149,0.0196,0.0149,0.0042,0.0047
TCF3_ARF1,31.703125,36.07,37.0093,35.1514,0.3,0.31,0.29,0.22,0.25,0.2,-44.5698,-78.2263,-29.7087,-47.3245,-37.7292,-67.2948,-13.7796,-5.4684,-2.9068,-0.9957,-7.4413,-2.247,-0.1338,-0.049,0.0855,0.0379,-0.0175,-0.0029,-0.078,0.0012,-0.0232,0.0303,-0.045,0.0206
LMNA_PCNA,31.734375,59.43,64.8849,52.6043,0.35,0.36,0.34,0.2,0.39,0.13,-94.7381,-37.7276,0.0,0.0,-40.7615,-25.6537,-9.6119,0.1493,4.6464,0.6074,-0.5561,0.3362,-0.4218,-0.014,0.2188,0.0631,-0.0055,0.0198,-0.03,0.0138,0.0422,0.0316,0.0222,0.0208
MAX_MTMR1,31.734375,71.32,72.2008,70.486,0.66,0.67,0.66,0.27,0.38,0.15,-51.0384,-35.0939,-38.2122,-20.5531,-45.687,-30.408,-12.1375,1.0217,1.5109,3.18,-2.8137,2.5986,-0.2204,-0.0567,0.7227,0.1034,0.0835,0.0474,-0.1065,-0.0389,0.0133,-0.0094,-0.042,-0.0192
RXRA_CREB3,31.734375,48.19,49.2557,47.1933,0.35,0.36,0.34,0.26,0.31,0.22,-54.5156,-61.3128,-14.3433,-10.72,-32.3946,-40.2856,-2.4381,-9.2006,0.7974,0.1489,-1.005,-2.6694,-0.017,-0.2645,0.0707,0.0672,0.0277,-0.0598,0.002,-0.0875,0.0502,0.0182,0.0232,-0.0487
ESR1_NUDT7,31.703125,59.91,60.8776,58.4948,0.37,0.38,0.37,0.2,0.3,0.15,-63.7767,-36.0678,-39.6923,-23.9213,-48.7561,-31.8926,-3.6935,-2.3664,-1.151,-0.1316,-2.0206,-1.0508,-0.1398,-0.0254,0.1795,0.1379,-0.012,0.0537,-0.0384,-0.0406,-0.0251,-0.0173,-0.0318,-0.0282
CCND1_FBXO31,31.734375,70.85,71.7916,69.5812,0.54,0.55,0.53,0.17,0.2,0.14,-45.6268,-55.8987,-27.5475,-31.8137,-37.6784,-42.774,-4.1741,-2.5977,-1.6386,-0.7809,-3.2386,-1.7317,-0.1987,-0.1799,-0.0552,0.1232,-0.0959,-0.0449,-0.0082,-0.0491,0.0345,0.0044,0.0192,-0.0221
MDM2_RASSF6,31.71875,43.28,45.0859,42.1039,0.32,0.35,0.31,0.18,0.23,0.14,-57.5014,-53.7034,-31.5411,-42.213,-42.5593,-47.2612,-13.9226,-7.3836,0.8873,-2.6944,-3.5473,-4.1864,-0.0919,-0.1496,0.2273,0.1219,0.0327,0.0286,-0.0354,-0.0134,0.0434,0.0484,0.0007,0.0099
WWTR1_TEAD4,31.734375,48.14,49.6078,47.0196,0.4,0.41,0.4,0.55,0.55,0.54,-68.9553,-38.326,-49.1163,-32.4695,-58.295,-35.3142,-4.5114,-5.804,2.3491,-1.9869,-1.3769,-3.7822,-0.0323,0.0181,0.2063,0.1522,0.0606,0.091,-0.1232,0.0172,-0.0364,0.0646,-0.0881,0.0491
MDM2_CSNK1A1,31.6875,48.18,48.8572,47.4193,0.42,0.44,0.41,0.27,0.33,0.2,-45.2971,-32.4733,-35.6919,-21.4757,-41.2851,-26.8691,-7.0908,-1.1301,-0.6987,0.9693,-3.6598,0.4635,-0.0441,-0.1047,0.1684,0.0983,0.0541,-0.021,-0.0538,-0.0656,-0.0083,-0.012,-0.0196,-0.0372
PPP2R1A_SFR1,31.703125,72.36,73.1271,71.5474,0.66,0.66,0.66,0.19,0.2,0.18,-31.3073,-63.5736,-22.4897,-41.8504,-26.2306,-50.6307,0.0993,-15.6523,0.6482,-5.8178,0.3689,-9.1182,-0.0224,-0.3508,0.1494,0.097,0.0518,-0.1303,0.0128,0.0051,0.026,0.0829,0.0188,0.0515
FBXW7_SNCG,31.734375,55.92,57.6074,53.713,0.54,0.54,0.53,0.24,0.27,0.22,-36.7521,-70.7273,-14.4892,-52.0362,-26.0687,-57.669,-0.5198,-11.5574,0.6274,19.7542,-0.0331,5.9777,-0.0776,-0.3767,0.0276,0.0177,-0.0062,-0.1498,-0.0251,-0.382,0.0251,-0.0061,0.0076,-0.1959
CCNE1_MAPK9,31.734375,69.32,69.835,68.5611,0.49,0.5,0.49,0.17,0.2,0.16,-57.6001,-46.3694,-32.6399,-33.9663,-42.3462,-39.4272,-3.9357,-2.3795,3.0303,-0.2172,0.6991,-1.0937,-0.2875,-0.2569,0.0458,-0.0122,-0.1005,-0.1285,-0.0249,-0.0197,0.0285,0.0007,0.0034,-0.0074
KEAP1_NTF4,31.71875,72.13,72.8658,70.7868,0.47,0.51,0.45,0.18,0.24,0.13,-55.0382,-67.0092,-26.8676,-39.1499,-36.6251,-48.16,-4.4533,-11.0926,-2.7264,2.201,-3.6406,-2.1124,-0.0201,-0.7613,0.0948,-0.0576,0.053,-0.2774,-0.0237,-0.0632,-0.0135,-0.0013,-0.0184,-0.0341
TP53_UBXN6,31.734375,63.25,63.8348,62.6596,0.42,0.43,0.41,0.17,0.19,0.13,-52.2143,-43.7691,-24.8847,-29.5107,-38.109,-38.2309,-4.4655,2.2829,-2.3899,4.187,-3.313,3.3248,-0.2978,-0.2579,0.3488,0.0948,-0.0417,-0.0161,-0.0729,-0.0341,-0.0347,-0.0169,-0.0551,-0.023
WT1_TSR3,31.734375,41.21,42.4779,40.507,0.34,0.35,0.33,0.18,0.23,0.16,-68.6877,-41.7657,-42.2791,-20.8998,-57.6718,-31.8823,-13.72,-6.3163,-5.4225,-2.0466,-8.6213,-4.7759,-0.1949,-0.0798,0.2104,0.0962,0.0182,-0.0113,-0.0221,-0.0082,0.0264,0.1061,0.0046,0.0416
DAXX_SUMO2,31.734375,43.04,46.2631,38.7108,0.29,0.31,0.25,0.54,0.62,0.49,-65.6198,-48.5314,-34.3397,-37.8661,-49.7403,-43.8777,-6.4613,-5.0309,-3.3896,-2.0167,-4.6291,-4.2163,-0.0679,-0.1118,0.1439,-0.0551,0.0623,-0.0803,0.0098,-0.0852,0.0354,-0.0444,0.0187,-0.061
TP53_RTN4RL1,31.71875,60.62,61.4359,59.907,0.44,0.46,0.43,0.2,0.25,0.18,-53.2119,-34.9017,-42.6537,-29.0389,-48.5181,-32.79,-6.6313,-2.4266,-2.4723,0.8635,-3.604,-0.0956,-0.4345,-0.2258,0.0663,0.0841,-0.1984,-0.0378,-0.0624,-0.0577,-0.0147,0.0113,-0.0366,-0.0301
MYC_GPR34,31.734375,45.11,45.9368,44.2567,0.41,0.42,0.39,0.26,0.38,0.13,-68.6748,-57.014,-37.3472,-24.5648,-54.6926,-35.8072,-2.4713,-2.1407,2.246,0.4766,-0.0574,-0.6016,-0.2543,-0.0384,0.2207,0.1241,-0.1215,0.0697,-0.163,-0.0089,-0.0827,0.0444,-0.1018,0.0105
SOX2_FAM98A,31.734375,45.37,46.3669,44.7639,0.26,0.26,0.25,0.13,0.14,0.13,-62.5931,-40.7198,-41.5901,-24.6541,-53.685,-34.73,-2.9304,-3.0572,-0.2386,-1.2098,-1.1065,-2.0502,-0.3649,-0.1089,0.0825,0.1026,-0.0766,-0.0203,-0.009,-0.0222,0.0199,0.0019,0.0067,-0.0104
MAPK1_PPARG,31.71875,69.18,69.9498,66.8896,0.48,0.49,0.47,0.16,0.17,0.14,-38.2195,-58.6111,-31.6569,-40.2896,-34.5312,-46.7158,-1.402,-17.8729,0.2436,-0.7968,-0.3838,-5.0256,-0.1917,-0.1911,-0.0405,0.1174,-0.0817,-0.027,-0.0286,-0.0852,0.003,0.0018,-0.0118,-0.0322
CASP8_IBA57,31.71875,73.07,75.4657,70.8463,0.45,0.45,0.44,0.16,0.17,0.16,-55.9277,-54.7871,-31.1547,-33.8593,-41.3785,-41.3078,-7.5021,-4.7744,-0.6491,-2.1577,-2.7953,-3.4093,-0.0756,-0.0215,0.045,0.0813,0.0125,0.0235,-0.0571,0.0436,0.005,0.0865,-0.0233,0.0683
JUN_ATF2,31.71875,35.86,36.5032,34.5919,0.28,0.29,0.28,0.32,0.33,0.32,-49.1823,-46.896,-35.2949,-38.4375,-43.0045,-43.4371,-1.8695,-0.8545,5.3435,1.6613,1.4685,0.4626,-0.0917,-0.0829,0.123,-0.0368,0.0403,-0.0695,-0.0538,-0.091,-0.0048,-0.0462,-0.0331,-0.0754
SFPQ_SH2D1A,31.734375,47.75,50.5579,46.2005,0.3,0.35,0.27,0.18,0.23,0.13,-63.2915,-39.1283,-39.3853,-14.075,-48.9378,-29.584,-7.3743,-1.9861,-3.4961,0.7732,-5.3539,-0.7752,-0.3217,-0.0348,0.0709,0.0172,-0.0383,-0.0073,-0.0055,-0.0952,0.0349,0.0147,0.0141,-0.0594
KRAS_RAF1,31.703125,61.1,63.9639,57.2399,0.4,0.44,0.39,0.66,0.84,0.33,-46.7535,-52.2765,-37.815,-22.4408,-42.5132,-38.9808,-4.0239,-11.8841,-2.9724,-1.2523,-3.4127,-5.0857,-0.0569,-0.0736,0.0836,0.097,0.0071,-0.0029,-0.0727,0.0202,-0.0077,0.0433,-0.033,0.028
SRC_YJEFN3,31.71875,69.56,70.4674,67.965,0.42,0.44,0.41,0.14,0.18,0.13,-49.7351,-47.5754,-29.0631,-30.8357,-36.6262,-37.6981,-4.522,-6.1494,-0.2624,-0.8706,-2.3954,-3.1176,-0.1372,-0.028,0.0067,0.0991,-0.0416,0.0431,-0.0396,-0.0352,-0.0112,0.0203,-0.0262,-0.0041
BCL10_BIRC3,31.71875,54.29,57.7746,51.9043,0.28,0.34,0.26,0.23,0.34,0.19,-71.1732,-41.4079,-57.8354,-26.8834,-66.8444,-33.38,-13.0618,-9.2335,-5.725,-2.6063,-7.5789,-5.1729,-0.0953,-0.0623,0.0996,0.0026,-0.0021,-0.031,-0.1083,-0.0526,-0.0166,0.0282,-0.0629,-0.0145
BCL2_NR4A1,31.71875,52.53,52.8103,51.8801,0.37,0.38,0.36,0.18,0.21,0.14,-34.6837,-47.3299,-28.2376,-28.0487,-31.2825,-39.3665,-1.7918,-2.4807,1.1669,-0.1509,0.203,-1.1843,0.016,-0.1857,0.1488,0.2009,0.0607,0.0028,-0.0653,-0.006,-0.023,0.0301,-0.0487,0.0095
PTEN_STK11,31.71875,70.37,71.8691,68.7064,0.52,0.59,0.48,0.27,0.43,0.19,-51.6368,-57.4013,-29.3437,-45.4975,-38.7806,-53.0853,-7.2118,-3.5008,-0.8681,3.3067,-2.8244,-0.4715,-0.0593,-0.076,0.0976,0.1457,0.0329,0.0192,0.0094,-0.0094,0.0343,0.0399,0.0259,0.0151
MDM2_RASSF1,31.71875,44.45,46.7492,42.8073,0.36,0.37,0.35,0.18,0.2,0.15,-36.086,-44.4938,-24.7933,-31.6506,-31.9302,-37.8714,-4.5236,-11.3775,2.1279,-1.0887,0.0199,-6.162,-0.1421,-0.115,-0.031,-0.003,-0.0676,-0.0297,-0.0552,0.0029,-0.0112,0.0731,-0.0334,0.0518
MDM2_DNAJB1,31.71875,48.69,50.3633,46.9924,0.3,0.3,0.29,0.16,0.19,0.14,-49.4842,-41.3784,-29.4767,-18.1139,-40.9983,-29.5647,-5.0183,-0.6832,3.4203,2.6189,-0.918,1.0487,-0.1456,-0.1096,-0.0034,0.1475,-0.0468,-0.0033,-0.0153,-0.0304,0.0074,-0.0012,-0.0068,-0.0185
ESR1_CTHRC1,31.734375,53.58,55.389,51.6601,0.39,0.39,0.39,0.4,0.42,0.35,-41.798,-53.6916,-36.5229,-34.058,-39.7425,-46.7769,-2.4906,4.8936,-1.475,8.1961,-1.8715,7.1329,-0.0376,-0.1023,0.047,-0.0201,0.0076,-0.0633,-0.0436,-0.1099,-0.0366,-0.0391,-0.0398,-0.0615
SET_LRRIQ4,31.703125,75.67,76.6288,74.8093,0.6,0.61,0.6,0.14,0.18,0.12,-40.6744,-49.3652,-23.0313,-24.3656,-30.4311,-37.8067,1.2509,-0.7915,1.9524,2.0486,1.5454,0.0117,-0.0844,-0.2521,0.1024,0.0126,0.0003,-0.0823,0.0044,-0.0335,0.0591,0.0209,0.0343,-0.0103
NRAS_RAF1,31.71875,59.85,62.1095,58.4349,0.39,0.4,0.38,0.63,0.77,0.38,-46.2854,-49.4901,-37.7464,-23.1701,-41.2143,-35.9001,-2.693,-5.118,-0.8895,-0.2476,-2.0088,-2.4756,-0.1054,-0.1129,-0.0122,0.0662,-0.0564,-0.0294,-0.0722,0.0026,-0.0112,0.0493,-0.0416,0.024
PAX7_WDR5,31.734375,51.11,53.395,49.6889,0.45,0.46,0.44,0.26,0.32,0.2,-95.7546,-30.0136,-62.8957,-18.2627,-81.6492,-24.4069,-14.5621,-1.0342,-8.5298,-0.4003,-11.2414,-0.731,-0.1138,-0.0071,-0.0074,0.0968,-0.0369,0.0395,-0.0334,0.0141,0.0263,0.0429,-0.014,0.0254
MDM2_CAB39,31.71875,56.59,57.3667,55.5223,0.46,0.47,0.46,0.18,0.23,0.15,-49.9519,-50.01,-17.0653,-28.9602,-35.8639,-34.5393,-5.696,-1.0093,-0.7856,-0.0689,-2.5647,-0.5651,-0.173,0.0218,0.1483,0.0825,-0.0001,0.0427,-0.0122,-0.0114,0.0081,0.0112,0.0013,-0.0023
MAP2K4_FBLN7,31.71875,51.48,53.119,50.0382,0.44,0.46,0.42,0.18,0.24,0.15,-47.255,-43.284,-29.7523,-26.3027,-38.4008,-34.3704,-3.0203,-19.781,-0.2347,1.5366,-1.5826,-7.4774,-0.0982,0.021,-0.0175,0.2365,-0.049,0.1538,-0.0092,-0.0424,0.0299,0.0258,0.0073,-0.0109
SMAD3_WWOX,31.671875,67.29,69.8257,65.5942,0.43,0.45,0.42,0.17,0.19,0.15,-40.4729,-47.4794,-25.7813,-22.5338,-33.7169,-35.9131,-0.6086,-7.6178,1.5775,-0.9755,0.6412,-3.2863,-0.1555,-0.3486,-0.0109,0.2236,-0.0567,-0.0902,-0.0106,-0.0192,0.0113,0.0296,0.0011,-0.001
MAPK1_KLF4,31.71875,48.98,49.7267,48.5706,0.48,0.49,0.48,0.27,0.35,0.19,-39.9137,-83.666,-32.5135,-47.0157,-35.997,-67.5076,-2.2263,-12.4795,-0.5559,-5.1461,-1.4676,-8.2012,-0.1035,-0.1089,0.0557,0.2516,-0.0246,0.0457,-0.0433,-0.0495,-0.0057,-0.0084,-0.0226,-0.0288
CASP8_CXCR2,31.71875,70.31,73.1502,68.3401,0.43,0.49,0.39,0.23,0.42,0.15,-61.4877,-64.5262,-38.4468,-49.3403,-48.697,-58.9079,-6.866,-5.1002,-1.1625,-0.5019,-4.3272,-2.1647,-0.2117,-0.1698,0.0232,0.0612,-0.0816,-0.0934,-0.0465,-0.0065,0.0178,0.0337,-0.0176,0.0097
RUNX1_PDHB,31.71875,57.12,58.4239,56.143,0.48,0.54,0.46,0.25,0.61,0.14,-61.7873,-32.809,-51.8949,-21.7615,-55.5436,-28.6014,-11.2435,-1.6123,-2.186,-0.912,-7.0799,-1.2983,-0.4326,-0.0627,0.3988,0.0645,-0.0469,0.0125,-0.0616,-0.0176,0.0014,0.0274,-0.0255,-0.0007
SMAD3_RUNX3,31.71875,59.32,59.7933,58.9533,0.47,0.51,0.45,0.33,0.47,0.19,-36.2819,-101.3556,-26.2211,-49.5932,-30.7648,-64.7366,-2.9717,-3.2645,0.2465,-0.1164,-0.7256,-1.4301,-0.1585,-0.0707,-0.0231,0.0254,-0.0791,-0.0128,-0.0352,-0.057,0.0187,0.0242,-0.0098,-0.0181
CEBPA_HDAC1,31.734375,55.72,57.2422,55.1157,0.53,0.55,0.51,0.34,0.56,0.14,-54.9317,-35.9101,-34.3376,-27.7505,-44.0409,-32.6391,-6.3993,1.359,4.219,4.1745,-0.6611,2.6297,-0.141,0.0116,0.1825,0.096,0.0033,0.0498,-0.1,-0.0131,-0.0282,0.0183,-0.067,0.0038
SMARCE1_ACTL6A,31.734375,61.31,64.4085,59.5773,0.55,0.57,0.53,0.6,0.83,0.21,-52.2873,-40.5441,-39.7391,-22.8308,-46.6689,-35.6025,-8.5124,-2.7516,-2.7178,-0.2328,-6.0905,-1.3562,-0.3058,-0.0982,0.0154,0.0248,-0.0832,-0.0235,-0.0857,-0.0223,-0.0179,-0.0054,-0.0432,-0.0115
TCF12_ID2,31.734375,31.21,32.0849,28.8553,0.28,0.3,0.27,0.51,0.53,0.49,-61.2238,-55.5924,-44.934,-42.8289,-51.4276,-50.1333,-7.7881,-9.1765,-3.0065,-2.1827,-5.4924,-5.3932,-0.083,-0.0627,0.0047,0.0946,-0.0264,0.0296,-0.0736,-0.0573,-0.0231,0.0163,-0.0465,-0.0337
SRC_CRK,31.734375,62.14,62.7032,61.4224,0.43,0.45,0.41,0.15,0.16,0.14,-53.6779,-42.0353,-36.5144,-29.9883,-42.0251,-36.5696,-2.0876,-13.0729,0.4861,0.8054,-0.9552,-8.8717,-0.0146,-0.1296,0.0812,-0.014,0.0463,-0.0635,-0.0346,-0.0199,-0.0183,0.0301,-0.0262,0.0059
SPOP_G3BP1,31.71875,60.5,61.8238,58.8313,0.31,0.32,0.31,0.16,0.21,0.13,-74.3608,-38.8228,-37.8616,-14.6602,-47.8174,-22.6657,-4.6889,-4.2081,0.3897,-0.3174,-2.6328,-2.4905,-0.0039,-0.0619,0.2028,0.0971,0.0725,0.0092,-0.0052,-0.0046,0.0554,0.0633,0.0224,0.0168
TNFRSF14_TRAF5,31.734375,66.19,68.288,64.1358,0.3,0.31,0.29,0.32,0.33,0.3,-35.8923,-29.0057,-22.4498,-24.5729,-32.3455,-27.0195,4.8984,-10.0027,12.1915,-0.8272,8.6225,-4.4995,-0.4277,-0.0405,0.0237,0.0349,-0.1299,-0.0093,-0.076,0.0274,0.0438,0.0458,0.0058,0.0364
CDKN2A_KIRREL2,31.734375,62.99,64.4311,60.9028,0.41,0.45,0.38,0.16,0.21,0.12,-44.7026,-76.6293,-21.2976,-17.0122,-33.8179,-38.5251,-6.5167,-1.5876,-3.5646,2.5194,-4.4302,0.9689,-0.0382,-0.3868,0.1221,0.1176,0.0359,-0.0423,-0.0612,-0.0245,0.0135,0.0156,-0.0254,-0.0128
CASP8_HMBS,31.71875,75.69,78.6656,73.7244,0.46,0.47,0.45,0.15,0.19,0.12,-43.0702,-43.0589,-36.5548,-28.085,-40.2066,-35.2245,-7.3181,-2.3295,0.5853,0.136,-3.3112,-0.9085,-0.0964,-0.1962,-0.0209,-0.0249,-0.0522,-0.1362,-0.0638,-0.0574,-0.0149,-0.0093,-0.0341,-0.0327
NFE2L2_ANTKMT,31.71875,42.19,42.8601,41.1738,0.3,0.32,0.29,0.24,0.34,0.17,-62.4669,-45.8101,-38.8511,-28.0538,-45.491,-35.1433,-2.9801,-2.1788,1.8235,2.5334,-0.6398,-0.0213,-0.2674,-0.0397,0.2615,0.0587,-0.0606,0.0078,0.0163,-0.071,0.0417,-0.0241,0.0298,-0.0462
SMAD3_SAMD8,31.71875,72.15,73.1719,71.7668,0.41,0.44,0.39,0.19,0.31,0.15,-36.363,-62.8345,-23.027,-47.1541,-30.7224,-57.743,-3.1598,-5.3563,2.8857,-0.3173,0.8257,-2.2703,-0.0719,-0.2572,0.0652,0.0986,-0.0186,-0.0482,-0.0562,-0.0147,0.0466,0.0029,0.0042,-0.007
TP53_TTC23,31.703125,64.68,65.4427,63.9859,0.48,0.5,0.47,0.19,0.23,0.18,-68.2073,-46.8396,-59.575,-30.8266,-63.4242,-38.5788,-6.9612,-9.4848,-2.7004,-4.9283,-5.6442,-6.8342,-0.1226,-0.1211,0.0619,0.0862,-0.0085,-0.0122,-0.0349,-0.0452,-0.0169,-0.0096,-0.0273,-0.0273
RAC1_ATAD3B,31.734375,58.17,60.1238,56.1705,0.38,0.4,0.37,0.15,0.22,0.13,-39.573,-66.7105,-25.5556,-31.5517,-29.657,-45.3924,-1.782,-0.5434,-0.4282,3.3675,-0.9803,1.3851,-0.0076,-0.3241,0.0311,-0.0099,0.0061,-0.1211,-0.0142,-0.063,0.0001,-0.0221,-0.0076,-0.038
PSIP1_ABHD17A,31.71875,52.36,53.3488,51.1538,0.4,0.41,0.39,0.16,0.19,0.13,-65.0439,-46.2559,-39.2566,-28.807,-50.4466,-33.7886,-18.4764,-3.2467,-1.9034,-0.5817,-5.9171,-1.7471,-0.3805,-0.0395,0.031,0.0082,-0.1111,-0.0046,-0.0237,0.0114,0.0138,0.0327,-0.003,0.0219
TP53_CBY2,31.75,42.43,45.6798,41.3104,0.33,0.34,0.32,0.14,0.15,0.12,-51.9365,-52.8821,-37.6948,-41.6094,-46.8348,-47.3346,-7.0739,-11.6683,-3.1857,7.0377,-5.1332,-4.1643,-0.2227,-0.1003,-0.0618,0.2504,-0.1143,0.0242,-0.0547,-0.0634,-0.012,0.0172,-0.0386,-0.0257
DAXX_SUMO1,31.71875,43.19,45.9351,40.0986,0.29,0.3,0.27,0.56,0.67,0.47,-61.2763,-47.8219,-47.7316,-37.5517,-53.534,-43.1335,-5.9703,-7.3681,-2.4282,-3.71,-4.0653,-4.8415,-0.1098,-0.0287,0.2252,0.0392,0.0035,0.0084,-0.0056,-0.2041,0.0407,-0.0764,0.0167,-0.124
TCF12_LGALS1,31.6875,33.13,34.5093,32.2923,0.28,0.28,0.27,0.25,0.31,0.2,-76.607,-51.029,-51.5582,-29.0017,-66.5942,-40.1691,-10.5817,-2.4677,-7.7831,-1.9026,-8.8267,-2.206,-0.2886,0.0058,0.2776,0.1951,-0.0624,0.0808,-0.0791,0.0198,-0.0164,0.0476,-0.0446,0.0325
SMAD3_HEPACAM,31.734375,63.8,64.3718,63.3473,0.42,0.43,0.41,0.18,0.21,0.15,-41.0683,-57.7039,-30.5458,-30.6896,-34.4323,-40.7206,-2.1212,-2.8802,0.9386,0.7456,-0.1097,-0.6291,-0.1393,-0.1318,-0.0162,0.0442,-0.0666,-0.0224,-0.0031,-0.0413,0.02,0.0197,0.0056,-0.0101
MDM2_APOH,31.71875,54.03,55.0643,53.1669,0.36,0.37,0.35,0.12,0.14,0.11,-43.0705,-38.5768,-14.9433,-25.9973,-24.8392,-31.112,-2.5444,0.8168,3.3115,2.425,-0.018,1.5088,-0.1411,0.0519,-0.0096,0.2861,-0.0582,0.184,-0.0438,0.0111,0.0098,0.0519,-0.0241,0.0267
BTK_UBE2H,31.703125,73.25,74.6786,70.572,0.48,0.49,0.46,0.15,0.18,0.13,-46.7638,-43.6565,-21.145,-31.5932,-32.926,-36.7642,-4.9788,-4.4195,-2.5522,0.5611,-3.7412,-1.3622,-0.072,-0.0278,0.0524,0.1863,-0.011,0.0623,-0.0408,-0.025,-0.0137,0.0246,-0.0266,-0.0002
CD274_ZNF404,31.734375,48.73,52.0961,45.2961,0.33,0.34,0.32,0.13,0.14,0.13,-35.9394,-72.1191,-22.8003,-23.2436,-28.3948,-36.7248,0.7153,-11.5372,4.3681,-5.3649,2.3882,-8.281,-0.0615,-0.2167,-0.0026,0.3069,-0.0237,0.0839,-0.0243,-0.0341,0.0025,0.0438,-0.0095,0.0058
