gene,gencodeID_transcript_MANE
RASA4B,ENST00000465829
ZNF226,ENST00000337433
DGKB,ENST00000402815
ZBTB17,ENST00000375743
HSP90B1,ENST00000299767
RASA4,ENST00000262940
CPT1C,ENST00000598293
OPHN1,ENST00000355520
TMPRSS6,ENST00000676104
RPS6KA5,ENST00000614987
SCNN1D,ENST00000379116
NPAS4,ENST00000311034
TARS3,ENST00000335968
RSBN1,ENST00000261441
FGFR4,ENST00000292408
PTPRA,ENST00000399903
UHRF2,ENST00000276893
ALDH16A1,ENST00000293350
SPATA20,ENST00000006658
TFR2,ENST00000223051
CDH20,ENST00000262717
PRDM4,ENST00000228437
BRD2,ENST00000374825
GPAT2,ENST00000434632
DENND1C,ENST00000381480
ZFY,ENST00000155093
TAF5,ENST00000369839
XRRA1,ENST00000684022
LENG8,ENST00000326764
MAP3K20,ENST00000375213
SART1,ENST00000312397
DACT1,ENST00000395153
ITGB5,ENST00000296181
BEND2,ENST00000380033
CDH8,ENST00000577390
PPP1R3F,ENST00000055335
ZNF227,ENST00000313040
ADD1,ENST00000683351
PPARGC1A,ENST00000264867
CSDE1,ENST00000358528
USP10,ENST00000219473
ITGB7,ENST00000267082
ITGB1,ENST00000302278
STRN3,ENST00000357479
ADGRG7,ENST00000273352
KLHL33,ENST00000636854
TRPC4AP,ENST00000252015
RASGRP1,ENST00000310803
SLC6A5,ENST00000525748
AFG3L2,ENST00000269143
CASD1,ENST00000297273
LRRC8E,ENST00000306708
NTRK1,ENST00000524377
C10orf90,ENST00000488181
VPS35,ENST00000299138
DPP10,ENST00000410059
REPS1,ENST00000450536
CDH11,ENST00000268603
GLIS1,ENST00000628545
TRIM9,ENST00000684578
ALDH18A1,ENST00000371224
MARK1,ENST00000366917
SPG7,ENST00000645818
PLAA,ENST00000397292
SEL1L,ENST00000336735
CDH12,ENST00000382254
ZNF148,ENST00000360647
FURIN,ENST00000268171
STAT5A,ENST00000590949
CCDC175,ENST00000537690
CALD1,ENST00000361675
SF3A1,ENST00000215793
VSIG10L2,ENST00000686984
KIF3C,ENST00000264712
TRPC1,ENST00000476941
PLEKHH3,ENST00000591022
DNAJC10,ENST00000264065
UHRF1,ENST00000650932
MGAT5B,ENST00000569840
RRM1,ENST00000300738
HCFC2,ENST00000229330
KIFAP3,ENST00000361580
ZNF606,ENST00000551380
TENT4A,ENST00000230859
RINT1,ENST00000257700
KIFC2,ENST00000645548
DGKG,ENST00000265022
KCNN2,ENST00000673685
CAST,ENST00000675179
MFSD6,ENST00000392328
IQUB,ENST00000324698
ATRIP,ENST00000320211
SLC26A9,ENST00000367135
H6PD,ENST00000377403
CDH18,ENST00000382275
TNFAIP3,ENST00000612899
CDH6,ENST00000265071
TRPV3,ENST00000576742
WDR24,ENST00000293883
PLEKHG6,ENST00000684764
NCBP1,ENST00000375147
KIF9,ENST00000684063
TAX1BP1,ENST00000396319
COG4,ENST00000323786
ARNT,ENST00000358595
ITGB6,ENST00000283249
CDH10,ENST00000264463
MED15,ENST00000263205
CDHR4,ENST00000412678
NASP,ENST00000350030
HID1,ENST00000425042
MARK2,ENST00000402010
PDXDC1,ENST00000396410
ITGB3,ENST00000559488
SMO,ENST00000249373
KIAA1586,ENST00000370733
ADAM32,ENST00000379907
STAT5B,ENST00000293328
CCNF,ENST00000397066
VWA5A,ENST00000456829
CASS4,ENST00000679887
SEMA3F,ENST00000002829
IFI16,ENST00000295809
SP1,ENST00000327443
BANK1,ENST00000322953
PCSK7,ENST00000320934
USP1,ENST00000339950
SUN1,ENST00000401592
CDH7,ENST00000397968
AP1G2,ENST00000397120
RIPK4,ENST00000332512
E4F1,ENST00000301727
PFKP,ENST00000381125
CDH5,ENST00000341529
RBSN,ENST00000253699
RIN1,ENST00000311320
CEP89,ENST00000305768
PNPT1,ENST00000447944
DDX21,ENST00000354185
TRIM67,ENST00000366653
RNF43,ENST00000407977
VPS51,ENST00000279281
PNPLA8,ENST00000257694
ZNF786,ENST00000491431
HHIPL1,ENST00000330710
CPSF2,ENST00000298875
VAC14,ENST00000261776
DNAJC16,ENST00000375847
ERCC3,ENST00000285398
CDK11B,ENST00000341832
PPP1R12C,ENST00000263433
MEFV,ENST00000219596
GCFC2,ENST00000321027
CTNNB1,ENST00000349496
KAT14,ENST00000688188
CDH24,ENST00000487137
ZNF616,ENST00000600228
CUL5,ENST00000393094
PFKM,ENST00000359794
PPP1R21,ENST00000294952
ASAH2,ENST00000682911
PTPN12,ENST00000248594
ZSCAN10,ENST00000576985
L3MBTL3,ENST00000361794
AMOTL2,ENST00000249883
BAHD1,ENST00000416165
ACO2,ENST00000216254
PFKL,ENST00000349048
ACAD11,ENST00000264990
CDK11A,ENST00000404249
PLEKHA4,ENST00000263265
DHX40,ENST00000251241
SUPT20H,ENST00000350612
MMEL1,ENST00000378412
ZNF41,ENST00000684689
VEZT,ENST00000436874
ZW10,ENST00000200135
GFM2,ENST00000296805
TROAP,ENST00000257909
KIRREL3,ENST00000525144
ZNF33B,ENST00000359467
BRSK1,ENST00000309383
ABLIM1,ENST00000533213
ACAP2,ENST00000326793
JHY,ENST00000227349
R3HCC1L,ENST00000298999
MAGED1,ENST00000326587
BARD1,ENST00000260947
HGS,ENST00000329138
LRCH3,ENST00000425562
NR3C1,ENST00000394464
SEMA3D,ENST00000284136
IFT80,ENST00000326448
ARHGEF38,ENST00000420470
ZFYVE1,ENST00000556143
MTMR10,ENST00000435680
HECTD2,ENST00000298068
ARHGEF6,ENST00000250617
QRICH1,ENST00000395443
ANKEF1,ENST00000378392
CUL1,ENST00000325222
RTN1,ENST00000267484
DENND1B,ENST00000620048
CHPF,ENST00000243776
ECEL1,ENST00000304546
SEMA3E,ENST00000643230
ADAM28,ENST00000265769
KAZN,ENST00000376030
QARS1,ENST00000306125
DCBLD2,ENST00000326840
PDZD4,ENST00000393758
RFWD3,ENST00000361070
DACT2,ENST00000366795
REXO5,ENST00000261377
MAMLD1,ENST00000370401
ZNF493,ENST00000392288
LONRF1,ENST00000398246
CPT1A,ENST00000265641
DCST2,ENST00000368424
MAP7D2,ENST00000379643
PANK4,ENST00000378466
CMIP,ENST00000537098
DGCR8,ENST00000351989
TLE4,ENST00000376552
ELOA,ENST00000613537
CDH19,ENST00000262150
CPT1B,ENST00000312108
RPS6KA4,ENST00000334205
CHPF2,ENST00000035307
NFE2L1,ENST00000362042
TRIM2,ENST00000338700
UTP14A,ENST00000394422
PGAP6,ENST00000431232
SEMA3A,ENST00000265362
DTNA,ENST00000444659
STAT3,ENST00000264657
ECE1,ENST00000374893
TTC14,ENST00000296015
APP,ENST00000346798
DAB2,ENST00000320816
SEMA4F,ENST00000357877
ITGB8,ENST00000222573
ZNF585B,ENST00000532828
ADAM11,ENST00000200557
ITGB2,ENST00000652462
TLE3,ENST00000451782
LRIF1,ENST00000369763
GPHN,ENST00000478722
RGL1,ENST00000360851
AFAP1L1,ENST00000296721
CUL3,ENST00000264414
SEC23B,ENST00000650089
AMPD3,ENST00000396553
CFAP91,ENST00000273390
TBC1D16,ENST00000310924
DZIP1L,ENST00000327532
NSUN2,ENST00000264670
DCLK2,ENST00000296550
SIM1,ENST00000369208
DPP4,ENST00000360534
TLK1,ENST00000431350
BRAF,ENST00000646891
POU2F1,ENST00000367866
ABCB9,ENST00000280560
LRCH2,ENST00000317135
FHIP2A,ENST00000369248
DDX27,ENST00000618172
ZDHHC8,ENST00000334554
TOP1,ENST00000361337
SEC23A,ENST00000307712
NOX5,ENST00000388866
SNRK,ENST00000296088
ZBTB49,ENST00000337872
SLC30A5,ENST00000396591
UBTF,ENST00000436088
IL31RA,ENST00000652347
CFB,ENST00000425368
OSBPL10,ENST00000396556
TSHR,ENST00000298171
SLC26A3,ENST00000340010
SATB1,ENST00000338745
HADHA,ENST00000380649
SOX5,ENST00000451604
LRCH1,ENST00000389797
FOXM1,ENST00000359843
PLCD4,ENST00000450993
PRKG2,ENST00000264399
PHTF1,ENST00000369604
ZNF287,ENST00000395825
SEMA4A,ENST00000368285
PLEKHM3,ENST00000427836
TATDN2,ENST00000448281
MYB,ENST00000341911
TBC1D30,ENST00000539867
BRINP1,ENST00000265922
CEP85,ENST00000451429
THAP12,ENST00000260045
GIT1,ENST00000225394
DMTF1,ENST00000331242
TFRC,ENST00000360110
SEC63,ENST00000369002
TMTC4,ENST00000342624
CLCN4,ENST00000380833
TMC1,ENST00000297784
ERCC2,ENST00000391945
SLC26A6,ENST00000395550
ZYG11A,ENST00000371528
ARHGAP26,ENST00000645722
LIMA1,ENST00000341247
RBM28,ENST00000223073
APBB2,ENST00000508593
LONRF3,ENST00000371628
TRIM46,ENST00000334634
CUL4A,ENST00000375440
GIT2,ENST00000355312
ASPH,ENST00000379454
IMMT,ENST00000410111
DPY19L2,ENST00000324472
CACTIN,ENST00000429344
GGCX,ENST00000233838
PLOD2,ENST00000282903
LINS1,ENST00000314742
PIBF1,ENST00000326291
KIRREL1,ENST00000359209
TRMT44,ENST00000389737
CEP68,ENST00000377990
RXFP1,ENST00000307765
KCNC3,ENST00000477616
MFN2,ENST00000235329
COMP,ENST00000222271
ZNF778,ENST00000433976
ASCC2,ENST00000307790
MLH1,ENST00000231790
IKBKB,ENST00000520810
RAB11FIP3,ENST00000262305
CPXM2,ENST00000241305
AOC2,ENST00000253799
PLCD1,ENST00000334661
DNTTIP2,ENST00000436063
SH2B1,ENST00000684370
SPIRE1,ENST00000409402
TSC22D2,ENST00000688009
SH3D21,ENST00000453908
LARGE1,ENST00000397394
CENPI,ENST00000682095
ANAPC5,ENST00000261819
SLC39A6,ENST00000269187
VWA2,ENST00000392982
HTATSF1,ENST00000218364
CCDC33,ENST00000398814
PWWP2A,ENST00000307063
SENP5,ENST00000323460
MTSS1,ENST00000518547
ZKSCAN7,ENST00000426540
PPIG,ENST00000260970
DYRK1A,ENST00000647188
PIK3R6,ENST00000619866
RXFP2,ENST00000298386
LONRF2,ENST00000393437
LRRC36,ENST00000329956
ATXN7L2,ENST00000683729
NBN,ENST00000265433
PCSK1,ENST00000311106
STRN4,ENST00000263280
LOXL3,ENST00000264094
SOX30,ENST00000265007
MARK3,ENST00000429436
PPEF2,ENST00000286719
CNOT3,ENST00000221232
CCDC157,ENST00000338306
TPCN2,ENST00000294309
FBXW10B,ENST00000395906
C2,ENST00000299367
MYBL1,ENST00000522677
ABCB7,ENST00000373394
MARK4,ENST00000262891
GFM1,ENST00000486715
AOC1,ENST00000360937
APLP2,ENST00000338167
EZH2,ENST00000320356
ZNF337,ENST00000252979
ZNF184,ENST00000683788
SEMA3C,ENST00000265361
STAT1,ENST00000361099
POMT2,ENST00000261534
MME,ENST00000360490
CCDC142,ENST00000393965
TLK2,ENST00000346027
YY1AP1,ENST00000355499
OLFML2B,ENST00000294794
FOLH1,ENST00000256999
LIN54,ENST00000340417
MAP7,ENST00000354570
PHEX,ENST00000379374
FSD2,ENST00000334574
RFX3,ENST00000617270
APBA2,ENST00000683413
SEMA3B,ENST00000616701
KLHL1,ENST00000377844
HJURP,ENST00000411486
DPY19L1,ENST00000638088
ADAM10,ENST00000260408
ARHGAP24,ENST00000395184
STAT4,ENST00000392320
SMURF2,ENST00000262435
CHAT,ENST00000337653
SLC45A1,ENST00000471889
TAP1,ENST00000354258
QSOX1,ENST00000367602
SUSD1,ENST00000374270
ZBTB47,ENST00000232974
RAD54L,ENST00000371975
SIRT1,ENST00000212015
MTMR12,ENST00000382142
MED25,ENST00000312865
AMPD1,ENST00000520113
WDR91,ENST00000354475
TPX2,ENST00000300403
KHSRP,ENST00000600480
EZH1,ENST00000428826
MEP1A,ENST00000230588
EXOC3L1,ENST00000314586
ZNF761,ENST00000684525
EXT1,ENST00000378204
WDPCP,ENST00000272321
NIBAN2,ENST00000373312
DDX31,ENST00000372159
CKAP2L,ENST00000302450
ZP2,ENST00000574091
CUL2,ENST00000374749
EXOC3,ENST00000512944
JUP,ENST00000393931
ABCD1,ENST00000218104
PAPOLA,ENST00000216277
RPS6KA6,ENST00000262752
CNOT10,ENST00000328834
SLC26A5,ENST00000306312
COL8A1,ENST00000652472
KIF2A,ENST00000407818
DAZ1,ENST00000405239
TDRD3,ENST00000377881
TRIM3,ENST00000345851
ZYG11B,ENST00000294353
ZNF483,ENST00000309235
NSF,ENST00000398238
FHIP2B,ENST00000289921
ZNF267,ENST00000300870
ENGASE,ENST00000579016
DHX32,ENST00000284690
TLE2,ENST00000262953
ZMYND15,ENST00000433935
SV2A,ENST00000369146
ZNF615,ENST00000598071
CD44,ENST00000428726
ZNF700,ENST00000254321
NUTM2G,ENST00000372322
NCAPH,ENST00000240423
MFN1,ENST00000471841
MAGED4,ENST00000471932
ZBTB20,ENST00000675478
MGAT5,ENST00000281923
RNASEL,ENST00000367559
NUP88,ENST00000573584
MAGED4B,ENST00000335504
FCHSD2,ENST00000409418
DTX3L,ENST00000296161
POLI,ENST00000579534
DCLK1,ENST00000360631
NAALAD2,ENST00000534061
RASEF,ENST00000376447
DRC1,ENST00000288710
LRRN4,ENST00000378858
DAXX,ENST00000374542
RPS6KA3,ENST00000379565
DDX1,ENST00000233084
IL17RD,ENST00000296318
GARS1,ENST00000389266
CAPN11,ENST00000398776
SUZ12,ENST00000322652
RAVER1,ENST00000617231
ADARB2,ENST00000381312
ADAM18,ENST00000265707
SIX5,ENST00000317578
AP4B1,ENST00000369569
VCAM1,ENST00000294728
COG2,ENST00000366669
LARP4B,ENST00000316157
MELTF,ENST00000296350
ZNF235,ENST00000291182
ZNF84,ENST00000539354
DPP3,ENST00000531863
PROX1,ENST00000366958
PGGHG,ENST00000409548
GYS1,ENST00000323798
DDX50,ENST00000373585
PRKCE,ENST00000306156
SLC6A16,ENST00000335875
DNM1L,ENST00000549701
ZC3H14,ENST00000251038
PAPOLG,ENST00000238714
BACH1,ENST00000286800
KRIT1,ENST00000394505
DVL2,ENST00000005340
HSD17B4,ENST00000510025
BRSK2,ENST00000528841
OSBPL9,ENST00000428468
PDE4B,ENST00000341517
ADAM2,ENST00000265708
TRAPPC12,ENST00000324266
SYDE1,ENST00000342784
STON1,ENST00000404752
MID2,ENST00000262843
RFX4,ENST00000392842
DGKA,ENST00000331886
MKLN1,ENST00000352689
RPS6KA1,ENST00000374168
FCRL3,ENST00000368184
LAS1L,ENST00000374811
MCM5,ENST00000216122
CTNNAL1,ENST00000325551
FAM111B,ENST00000343597
SATB2,ENST00000417098
EPB41L5,ENST00000263713
UNKL,ENST00000389221
RPS6KA2,ENST00000265678
TYW1,ENST00000359626
KEL,ENST00000355265
APEH,ENST00000296456
GUCY1A2,ENST00000526355
LSS,ENST00000397728
HSP90AA1,ENST00000216281
XRCC5,ENST00000392132
KCNN3,ENST00000271915
GSN,ENST00000432226
COP1,ENST00000367669
CRACR2A,ENST00000440314
RNF19B,ENST00000235150
SMURF1,ENST00000361368
PBXIP1,ENST00000368463
TAGAP,ENST00000367066
ARHGAP9,ENST00000393791
DTL,ENST00000366991
SYTL5,ENST00000297875
RAP1GAP2,ENST00000254695
CCNT2,ENST00000264157
SLC6A15,ENST00000266682
HNRNPM,ENST00000325495
CPEB4,ENST00000265085
TRDN,ENST00000334268
RABL6,ENST00000311502
NCDN,ENST00000373243
SLC15A2,ENST00000489711
SH3RF2,ENST00000359120
ARHGAP28,ENST00000383472
BAP1,ENST00000460680
TRPV5,ENST00000265310
TBK1,ENST00000331710
COL13A1,ENST00000645393
LNX1,ENST00000263925
HOOK1,ENST00000371208
PIK3R2,ENST00000222254
MASP1,ENST00000296280
HGF,ENST00000222390
PCCA,ENST00000376285
SV2C,ENST00000502798
CTCF,ENST00000264010
LDB3,ENST00000361373
ANKRD6,ENST00000339746
NDUFS1,ENST00000233190
YTHDC1,ENST00000344157
RHOBTB2,ENST00000251822
TERB1,ENST00000433154
GPD2,ENST00000438166
ELMO1,ENST00000310758
ZFAND4,ENST00000344646
MTIF2,ENST00000263629
CCNT1,ENST00000261900
PKP1,ENST00000367324
TMC8,ENST00000318430
ANKZF1,ENST00000323348
BRD3,ENST00000303407
KIF3A,ENST00000403231
SLC9A7,ENST00000616978
ADD2,ENST00000264436
EEF2K,ENST00000263026
FGD3,ENST00000375482
DNAAF1,ENST00000378553
CARF,ENST00000438828
CNST,ENST00000366513
HMMR,ENST00000393915
KIF2C,ENST00000372224
MCCC1,ENST00000265594
POMT1,ENST00000402686
NAA35,ENST00000361671
PIK3R1,ENST00000521381
LARP4,ENST00000398473
HSP90AB1,ENST00000371646
MDM1,ENST00000682720
DLG4,ENST00000399506
DYM,ENST00000675505
ELN,ENST00000252034
GRAMD1A,ENST00000317991
DDX4,ENST00000505374
ACSBG1,ENST00000258873
ZNF750,ENST00000269394
TARS1,ENST00000265112
TBX3,ENST00000349155
GGA3,ENST00000537686
EPS8L1,ENST00000201647
DAZ4,ENST00000682740
LRSAM1,ENST00000300417
EHHADH,ENST00000231887
RFX2,ENST00000303657
AK7,ENST00000267584
DPY19L4,ENST00000414645
TMC7,ENST00000304381
VPS52,ENST00000445902
DNAI7,ENST00000395987
ZNF219,ENST00000360947
SLCO4A1,ENST00000217159
GNE,ENST00000642385
ACSL6,ENST00000651883
NCKIPSD,ENST00000294129
EXOC3L4,ENST00000688303
BBS2,ENST00000245157
MAPK6,ENST00000261845
LRRFIP2,ENST00000336686
LARGE2,ENST00000401752
EIF2B5,ENST00000648915
WDCP,ENST00000295148
ACSL3,ENST00000357430
ELMO3,ENST00000393997
POU6F2,ENST00000518318
IL17RC,ENST00000403601
PAMR1,ENST00000619888
ELMO2,ENST00000290246
TGM5,ENST00000220420
CAPN12,ENST00000328867
HOOK2,ENST00000397668
MROH6,ENST00000398882
MCM7,ENST00000303887
NOL11,ENST00000253247
UIMC1,ENST00000511320
PAK5,ENST00000353224
LRFN5,ENST00000298119
SLCO6A1,ENST00000506729
PLPPR3,ENST00000520876
FBXL18,ENST00000382368
ZNF28,ENST00000457749
ABCB8,ENST00000358849
SANBR,ENST00000402291
SAMD4A,ENST00000554335
EXT2,ENST00000533608
KLHL4,ENST00000373119
TARS2,ENST00000369064
HOOK3,ENST00000307602
MAD1L1,ENST00000265854
NSUN7,ENST00000381782
NFKBIZ,ENST00000326172
CSTF3,ENST00000323959
ESRP2,ENST00000473183
ARNT2,ENST00000303329
SUN2,ENST00000689035
RSPH6A,ENST00000221538
ZNF470,ENST00000330619
SLC44A5,ENST00000370859
PNN,ENST00000216832
DQX1,ENST00000404568
DPY19L3,ENST00000392250
RSPH4A,ENST00000229554
YME1L1,ENST00000376016
TRIM36,ENST00000513154
KIAA1958,ENST00000337530
IKBKE,ENST00000581977
STIM1,ENST00000526596
FAM161A,ENST00000404929
FLYWCH1,ENST00000253928
DVL3,ENST00000313143
ZNF544,ENST00000687789
SEC14L1,ENST00000436233
SCIN,ENST00000297029
BBS7,ENST00000264499
MX2,ENST00000330714
MTA1,ENST00000331320
FOXP2,ENST00000350908
DCBLD1,ENST00000338728
PLPPR4,ENST00000370185
ZDHHC5,ENST00000287169
EPS8L2,ENST00000318562
CAPN1,ENST00000279247
RBAK,ENST00000396912
SPIRE2,ENST00000378247
SLC12A8,ENST00000469902
FRMD7,ENST00000298542
CDH13,ENST00000567109
CNOT4,ENST00000541284
LRRC4B,ENST00000652263
SP110,ENST00000258381
PPP1R15B,ENST00000367188
LRP10,ENST00000359591
TENT4B,ENST00000561678
CNKSR1,ENST00000361530
POLH,ENST00000372236
SLCO1C1,ENST00000266509
LPO,ENST00000262290
IRAK1,ENST00000369980
TSNAXIP1,ENST00000561639
BTBD18,ENST00000422652
USP44,ENST00000258499
TBX2,ENST00000240328
ZNF175,ENST00000262259
GZF1,ENST00000338121
ALOXE3,ENST00000448843
DDHD2,ENST00000397166
ORC3,ENST00000392844
BCLAF3,ENST00000379682
MAPK8IP1,ENST00000241014
SLCO3A1,ENST00000318445
PREP,ENST00000652536
RGL3,ENST00000380456
TTLL11,ENST00000321582
NCL,ENST00000322723
INTS10,ENST00000397977
SLC44A4,ENST00000229729
APBB1,ENST00000609360
LTF,ENST00000231751
NGEF,ENST00000264051
PWWP3A,ENST00000591337
TMCC2,ENST00000358024
APPL1,ENST00000288266
UVSSA,ENST00000389851
CAPRIN1,ENST00000341394
MUC20,ENST00000447234
ABCF3,ENST00000429586
SLCO2B1,ENST00000289575
KLHL5,ENST00000504108
PDE1C,ENST00000396191
ARHGEF16,ENST00000378378
MTMR11,ENST00000439741
NCSTN,ENST00000294785
MRE11,ENST00000323929
PJA2,ENST00000361189
HPS4,ENST00000398145
EXOC5,ENST00000621441
KIRREL2,ENST00000360202
P3H2,ENST00000319332
POLR3E,ENST00000299853
RUFY1,ENST00000319449
LMF2,ENST00000474879
ODAD1,ENST00000674294
FBXW7,ENST00000281708
TMEM260,ENST00000261556
SETDB2,ENST00000611815
SHKBP1,ENST00000291842
CNNM3,ENST00000305510
DHX33,ENST00000225296
ZNF224,ENST00000693561
ZCCHC8,ENST00000633063
DACH1,ENST00000613252
PRKCQ,ENST00000263125
ADD3,ENST00000356080
DCST1,ENST00000295542
TMC4,ENST00000619895
BCL6,ENST00000406870
G2E3,ENST00000206595
TCF12,ENST00000333725
ZNF225,ENST00000262894
TGM6,ENST00000202625
FZD6,ENST00000358755
NADSYN1,ENST00000319023
C2CD2L,ENST00000648610
SLC44A2,ENST00000335757
STT3A,ENST00000392708
EOMES,ENST00000449599
SYN1,ENST00000295987
TTC12,ENST00000529221
ZNF611,ENST00000652185
CLIP4,ENST00000320081
L3MBTL2,ENST00000216237
CEP78,ENST00000643273
C1R,ENST00000647956
TRAP1,ENST00000246957
NLN,ENST00000380985
MARCHF7,ENST00000409175
CEP63,ENST00000675561
ATF6B,ENST00000375203
ATG7,ENST00000693202
COL8A2,ENST00000397799
CAPN8,ENST00000366872
KRI1,ENST00000312962
RNF214,ENST00000300650
USHBP1,ENST00000252597
FBLN1,ENST00000327858
DHX35,ENST00000252011
GBE1,ENST00000429644
CEACAM5,ENST00000221992
PHACTR4,ENST00000373839
SLCO1B3,ENST00000381545
DNAJC14,ENST00000678005
PUS7L,ENST00000344862
ADARB1,ENST00000348831
MEP1B,ENST00000269202
SH3BP1,ENST00000649765
ACSS2,ENST00000360596
CEP83,ENST00000397809
SLC26A1,ENST00000398516
PARP12,ENST00000263549
ZNF234,ENST00000426739
MYBL2,ENST00000217026
HHIP,ENST00000296575
CAPN2,ENST00000295006
HPS1,ENST00000361490
PTPRE,ENST00000254667
SCML2,ENST00000251900
ACOX3,ENST00000356406
ECM2,ENST00000344604
ZNF782,ENST00000481138
GFPT1,ENST00000357308
TBC1D23,ENST00000394144
UVRAG,ENST00000356136
HRC,ENST00000252825
CWH43,ENST00000226432
DNAI1,ENST00000242317
LHCGR,ENST00000294954
SRPK2,ENST00000393651
NOLC1,ENST00000605788
METTL13,ENST00000361735
MAN1B1,ENST00000371589
ARHGAP22,ENST00000249601
GLE1,ENST00000309971
ACSL1,ENST00000281455
SIGLEC11,ENST00000447370
TF,ENST00000402696
TSGA10,ENST00000393483
CPEB3,ENST00000265997
MTRR,ENST00000440940
SIGLEC10,ENST00000339313
PRKCG,ENST00000263431
TMEM168,ENST00000312814
ZBTB24,ENST00000230122
AHRR,ENST00000684583
TCTN2,ENST00000303372
GGNBP2,ENST00000613102
ZSCAN32,ENST00000396852
ZNF12,ENST00000405858
LCA5,ENST00000369846
RHOBTB1,ENST00000337910
CCDC120,ENST00000603986
NRG3,ENST00000372141
ZNF607,ENST00000355202
GOLIM4,ENST00000470487
XPR1,ENST00000367590
C2CD2,ENST00000380486
JPH2,ENST00000372980
IQCE,ENST00000402050
KCNQ4,ENST00000347132
NUFIP2,ENST00000225388
DBN1,ENST00000393565
ADGRF4,ENST00000283303
AKAP17A,ENST00000313871
ZMAT1,ENST00000651725
AMPH,ENST00000356264
FSHR,ENST00000406846
DVL1,ENST00000378888
RPH3A,ENST00000389385
SAMD4B,ENST00000610417
GAB1,ENST00000262994
GAS2L3,ENST00000547754
CNGA3,ENST00000272602
ZNF441,ENST00000357901
GMPS,ENST00000496455
TAB2,ENST00000637181
VIT,ENST00000379242
CRTC2,ENST00000368633
TBC1D14,ENST00000409757
PCSK9,ENST00000302118
LEKR1,ENST00000356539
MTO1,ENST00000498286
AKAP8,ENST00000269701
NEK8,ENST00000268766
PRMT7,ENST00000441236
DCLRE1C,ENST00000378278
ERI2,ENST00000357967
CALCOCO1,ENST00000550804
EPB42,ENST00000441366
SLC39A12,ENST00000377369
GCNA,ENST00000373696
FBXL5,ENST00000341285
NOBOX,ENST00000467773
TRAF3IP1,ENST00000373327
ADGRL4,ENST00000370742
CAPN9,ENST00000271971
LNX2,ENST00000316334
SLC34A2,ENST00000382051
RASGRP3,ENST00000403687
GUCY1A1,ENST00000506455
HDX,ENST00000373177
FCHSD1,ENST00000435817
SLC27A5,ENST00000263093
ACSS1,ENST00000323482
ARMH3,ENST00000370033
TMEM214,ENST00000238788
MEPCE,ENST00000310512
THOP1,ENST00000307741
GRK2,ENST00000308595
PTCD3,ENST00000254630
PRDM8,ENST00000415738
TBC1D25,ENST00000376771
SCLT1,ENST00000281142
SCYL3,ENST00000367771
SEL1L2,ENST00000284951
PALM3,ENST00000669674
ZBTB48,ENST00000377674
C1S,ENST00000360817
NOL10,ENST00000381685
ZNF420,ENST00000337995
SCEL,ENST00000349847
USP49,ENST00000682992
CRNKL1,ENST00000536226
OAS2,ENST00000392583
PATZ1,ENST00000266269
SDAD1,ENST00000356260
CLCNKA,ENST00000331433
ADGRG1,ENST00000562631
CLCNKB,ENST00000375679
LRRC49,ENST00000260382
ZNF23,ENST00000647773
HSPA12B,ENST00000254963
XKR5,ENST00000618742
